Zpid,Price,PriceLabel,Address,Bedrooms,Bathrooms,LivingArea,Latitude,Longitude,Zipcode,City,State,LotArea,LotAreaUnit,Country
31541191,26000000,$26.0M,"160 E 81st St, New York, NY 10028",7.0,7,7675.0,40.77574,-73.95727,10028,New York,NY,4.011876E8,acres,USA
32195982,449900,$450K,"19115 Williamson Avenue, Springfield Gardens, NY 11413",3.0,3,1250.0,40.683624,-73.75393,11413,Queens,NY,3480.0,sqft,USA
30681674,1999000,$2.00M,"1966 64th St, Brooklyn, NY 11204",7.0,4,3200.0,40.6173,-73.985985,11204,Brooklyn,NY,2500.0,sqft,USA
29821654,725000,$725K,"2546 Wilson Avenue, Bronx, NY 10469",4.0,2,1890.0,40.864353,-73.84881,10469,Bronx,NY,2200.0,sqft,USA
72530453,798000,$798K,"40 E 80th St APT 3A, New York, NY 10075",3.0,3,1911.0,40.77669,-73.96141,10075,New York,NY,9.9891792E7,acres,USA
32154359,529000,$529K,"10015 202nd St, Hollis, NY 11423",4.0,4,2650.0,40.71025,-73.75734,11423,Hollis,NY,1.385208E8,acres,USA
32374793,1999999,$2.00M,"64 Giegerich Ave, Staten Island, NY 10307",5.0,4,5280.0,40.513657,-74.23467,10307,Staten Island,NY,28749.6,acres,USA
32101356,749999,$750K,"24827 88th Drive, Bellerose, NY 11426",4.0,2,1460.0,40.727562,-73.71828,11426,Bellerose,NY,3000.0,sqft,USA
122077503,329000,$329K,"196-72 69th Ave 1 FL, Fresh Meadows, NY 11365",2.0,1,800.0,40.73721,-73.776344,11365,Fresh Meadows,NY,4.18176E7,acres,USA
30778128,620000,$620K,"1511 E 91st St, Brooklyn, NY 11236",5.0,2,1298.0,40.63402,-73.897446,11236,Brooklyn,NY,7000.0,sqft,USA
32013585,824000,$824K,"69-23 64th Place, Glendale, NY 11385",3.0,2,1950.0,40.70402,-73.89277,11385,Ridgewood,NY,1540.0,sqft,USA
64540264,738000,$738K,"31 Beresford, Staten Island, NY 10314",4.0,3,1850.0,40.58825,-74.18933,10314,Staten Island,NY,2238.0,sqft,USA
118328202,30000000,$30.0M,"4 Staple St, New York, NY 10013",3.0,4,6600.0,40.71828,-74.009514,10013,New York,NY,3.449952E8,acres,USA
32313258,699000,$699K,"318 Travis Ave, Staten Island, NY 10314",4.0,2,1410.0,40.587563,-74.15326,10314,Staten Island,NY,3920.4,sqft,USA
32047006,1255000,$1.26M,"4363 160th Street, Flushing, NY 11358",4.0,3,1745.0,40.757084,-73.80603,11358,Flushing,NY,3000.0,sqft,USA
32321234,649000,$649K,"39 Reynolds St, Staten Island, NY 10305",3.0,2,1424.0,40.61163,-74.0761,10305,Staten Island,NY,4850.0,sqft,USA
30587489,5250000,$5.25M,"513 4th St, Brooklyn, NY 11215",6.0,4,4800.0,40.669167,-73.97701,11215,Brooklyn,NY,2.509056E8,acres,USA
2068952873,128000000,"","217 W 57th St #127/128, New York, NY 10019",8.0,10,11535.0,40.766228,-73.980965,10019,New York,NY,6.0295752E8,acres,USA
245387446,200000,"","86-16 60th Avenue #4L, Elmhurst, NY 11373",2.0,2,1400.0,40.73063,-73.87317,11373,Flushing,NY,7.31808E7,acres,USA
2111155552,500000,"","299 Troutman St, Brooklyn, NY 11237",16.0,8,6500.0,40.70419,-73.92556,11237,Brooklyn,NY,2500.0,sqft,USA
30776047,254950,"","1366 E 92nd St #201, Brooklyn, NY 11236",2.0,2,800.0,40.63712,-73.90057,11236,Brooklyn,NY,4.18176E7,acres,USA
2056278762,299900,"","58 Saint Nicholas Ave, Brooklyn, NY 11237",8.0,6,4800.0,40.706676,-73.920654,11237,Brooklyn,NY,1800.0,sqft,USA
31538573,849000,"","403 E 62nd St APT 9D, New York, NY 10065",2.0,2,987.0,40.76147,-73.95998,10065,New York,NY,5.1592464E7,acres,USA
45101135,389900,$390K,"2906 W Dewey St, Tampa, FL 33607",3.0,2,1248.0,27.970865,-82.48946,33607,Tampa,FL,5150.0,sqft,USA
44962650,429900,$430K,"18101 Hamden Park Way, Tampa, FL 33647",3.0,2,1838.0,28.137508,-82.33256,33647,Tampa,FL,8395.0,sqft,USA
46380746,390000,$390K,"4727 Steel Dust Ln, Lutz, FL 33559",3.0,2,1776.0,28.155607,-82.3997,33559,Lutz,FL,15681.0,acres,USA
45099937,299999,$300K,"3103 Chipco St, Tampa, FL 33605",4.0,2,1180.0,27.97536,-82.4251,33605,Tampa,FL,4750.0,sqft,USA
44871701,295000,$295K,"8709 Fountain Ave, Tampa, FL 33615",3.0,2,1436.0,28.011047,-82.58169,33615,Tampa,FL,16425.0,acres,USA
44924040,499000,$499K,"8708 Bay Laurel Ct, Tampa, FL 33647",4.0,3,2778.0,28.121319,-82.35916,33647,Tampa,FL,11925.0,acres,USA
45040026,399900,$400K,"2136 W Minnehaha St, Tampa, FL 33604",4.0,2,1400.0,28.008482,-82.483444,33604,Tampa,FL,7000.0,sqft,USA
45033201,247000,$247K,"303 E Hydrangia St, Tampa, FL 33612",4.0,2,1260.0,28.04268,-82.45702,33612,Tampa,FL,6588.0,sqft,USA
44904979,539900,$540K,"1005 Cedar Lake Dr, Tampa, FL 33612",4.0,3,1937.0,28.064783,-82.470345,33612,Tampa,FL,13400.0,acres,USA
45099590,325000,$325K,"1402 E 28th Ave, Tampa, FL 33605",4.0,2,1248.0,27.976173,-82.444,33605,Tampa,FL,3690.0,sqft,USA
45042511,350000,$350K,"3301 W New Orleans Ave, Tampa, FL 33614",3.0,2,1829.0,27.99065,-82.497086,33614,Tampa,FL,13625.0,acres,USA
44873836,349900,$350K,"7004 Lambright Ct, Tampa, FL 33634",3.0,2,1606.0,28.006226,-82.55907,33634,Tampa,FL,7920.0,sqft,USA
44894684,425000,$425K,"1904 Little Cv, Tampa, FL 33613",4.0,2,1842.0,28.072176,-82.478424,33613,Tampa,FL,12103.0,acres,USA
44934390,260000,$260K,"7012 Doreen St, Tampa, FL 33617",3.0,2,1612.0,28.01572,-82.40132,33617,Tampa,FL,10077.0,sqft,USA
45064366,539000,$539K,"4605 S Cooper Pl, Tampa, FL 33611",3.0,2,1470.0,27.89692,-82.52245,33611,Tampa,FL,7000.0,sqft,USA
45088270,275000,$275K,"2101 E Ellicott St, Tampa, FL 33610",4.0,3,1388.0,27.990738,-82.436676,33610,Tampa,FL,5400.0,sqft,USA
44871281,350000,$350K,"8817 Audrey Ln, Tampa, FL 33615",3.0,2,1250.0,27.99918,-82.5856,33615,Tampa,FL,8152.0,sqft,USA
44859421,475000,$475K,"12006 Littleberry Ct, Tampa, FL 33635",3.0,2,1561.0,28.027092,-82.618324,33635,Tampa,FL,9120.0,sqft,USA
45082231,405990,$406K,"8215 N 18th St, Tampa, FL 33604",4.0,3,1708.0,28.023672,-82.43894,33604,Tampa,FL,5000.0,sqft,USA
44936211,305000,$305K,"4202 Cromwell Dr, Tampa, FL 33610",3.0,2,1293.0,27.983644,-82.36769,33610,Tampa,FL,7370.0,sqft,USA
44876165,549000,$549K,"8401 Blackstone Ct, Tampa, FL 33615",4.0,3,2337.0,27.985554,-82.57392,33615,Tampa,FL,9204.0,sqft,USA
44932874,275000,$275K,"8315 Riverboat Dr, Tampa, FL 33637",3.0,2,1185.0,28.021296,-82.367294,33637,Tampa,FL,5000.0,sqft,USA
45084164,349000,$349K,"2210 E Idlewild Ave, Tampa, FL 33610",3.0,2,1135.0,28.001987,-82.433784,33610,Tampa,FL,7380.0,sqft,USA
44864347,424900,$425K,"7432 Oakvista Cir, Tampa, FL 33634",4.0,2,1821.0,28.016104,-82.55547,33634,Tampa,FL,7280.0,sqft,USA
44935042,395000,$395K,"4434 Cobia Dr, Tampa, FL 33617",4.0,3,1539.0,28.013475,-82.40531,33617,Tampa,FL,8216.0,sqft,USA
332841347,525000,$525K,"6915 N Central Ave, Tampa, FL 33604",3.0,2,1854.0,28.011826,-82.45511,33604,Tampa,FL,5980.0,sqft,USA
45062359,549900,$550K,"4105 W Bay Villa Ave, Tampa, FL 33611",4.0,3,1620.0,27.9082,-82.51293,33611,Tampa,FL,6630.0,sqft,USA
45068756,549900,$550K,"5611 S Sheridan Rd, Tampa, FL 33611",4.0,3,1439.0,27.883877,-82.49831,33611,Tampa,FL,7200.0,sqft,USA
45067031,200000,$200K,"5911 S Coolidge Ave, Tampa, FL 33616",3.0,2,1088.0,27.881296,-82.5173,33616,Tampa,FL,6500.0,sqft,USA
99615512,359000,$359K,"4409 N Troy St, Tampa, FL 33610",4.0,2,1620.0,27.985794,-82.41947,33610,Tampa,FL,4500.0,sqft,USA
44876775,425000,$425K,"4907 Crest Hill Dr, Tampa, FL 33615",4.0,2,1538.0,27.990498,-82.56967,33615,Tampa,FL,6400.0,sqft,USA
45094175,365000,$365K,"4703 N Willis St, Tampa, FL 33603",2.0,1,1012.0,27.98793,-82.46587,33603,Tampa,FL,5000.0,sqft,USA
44870879,360000,$360K,"5806 Liverpool Dr, Tampa, FL 33615",3.0,2,1161.0,28.000118,-82.58825,33615,Tampa,FL,7500.0,sqft,USA
337856693,450000,$450K,"4311 Romano Busciglio St, Tampa, FL 33619",5.0,3,2264.0,27.908716,-82.37532,33619,Tampa,FL,4813.0,sqft,USA
45034918,279999,$280K,"9478 Forest Hills Cir, Tampa, FL 33612",2.0,2,1005.0,28.036093,-82.47402,33612,Tampa,FL,4309.0,sqft,USA
45055116,550000,$550K,"4420 W Kensington Ave, Tampa, FL 33629",3.0,1,1162.0,27.910519,-82.51997,33629,Tampa,FL,7840.0,sqft,USA
44892657,550000,$550K,"15401 Woodcastle Pl, Tampa, FL 33613",4.0,2,2043.0,28.092443,-82.468094,33613,Tampa,FL,16500.0,acres,USA
51587198,485000,$485K,"10117 Whisper Pointe Dr, Tampa, FL 33647",3.0,2,2070.0,28.136446,-82.323814,33647,Tampa,FL,8100.0,sqft,USA
44933083,385000,$385K,"7920 George Washington Ln, Tampa, FL 33637",3.0,2,1256.0,28.020203,-82.36503,33637,Tampa,FL,5000.0,sqft,USA
45035729,269900,$270K,"8906 N Orleans Ave, Tampa, FL 33604",3.0,1,1076.0,28.031328,-82.47371,33604,Tampa,FL,6800.0,sqft,USA
45065280,389900,$390K,"4425 W Bay Ave, Tampa, FL 33616",3.0,2,1240.0,27.879463,-82.52221,33616,Tampa,FL,8320.0,sqft,USA
45041235,550000,$550K,"920 W Candlewood Ave, Tampa, FL 33603",3.0,3,1628.0,27.994602,-82.46978,33603,Tampa,FL,7478.0,sqft,USA
82046032,344000,$344K,"20047 Heritage Point Dr, Tampa, FL 33647",4.0,3,1823.0,28.15906,-82.383415,33647,Tampa,FL,3850.0,sqft,USA
44869335,499900,$500K,"6712 Ranger Dr, Tampa, FL 33615",4.0,2,1698.0,28.010769,-82.602905,33615,Tampa,FL,6328.0,sqft,USA
45085174,399000,$399K,"3607 E Hanna Ave, Tampa, FL 33610",4.0,4,2043.0,28.003185,-82.41943,33610,Tampa,FL,8100.0,sqft,USA
45032440,329900,$330K,"11323 Marjory Ave, Tampa, FL 33612",2.0,1,888.0,28.052664,-82.46513,33612,Tampa,FL,14338.0,acres,USA
45058683,465000,$465K,"3410 W Palmira Ave #B, Tampa, FL 33629",2.0,2,1303.0,27.922367,-82.49941,33629,Tampa,FL,6.8110416E7,acres,USA
44864841,530000,$530K,"6408 Brook Hollow Ct, Tampa, FL 33634",4.0,2,1763.0,28.02268,-82.55169,33634,Tampa,FL,8960.0,sqft,USA
44867854,330000,$330K,"10214 Cutten Green Ct, Tampa, FL 33615",3.0,2,1116.0,28.019897,-82.59879,33615,Tampa,FL,4800.0,sqft,USA
45095452,445000,$445K,"3307 N Morgan St, Tampa, FL 33603",4.0,2,1568.0,27.97513,-82.45836,33603,Tampa,FL,5150.0,sqft,USA
45097029,399995,$400K,"1102 E Lambright St, Tampa, FL 33604",3.0,2,1360.0,28.006727,-82.44799,33604,Tampa,FL,6958.0,sqft,USA
307879328,335000,$335K,"4009 Globe Thistle Dr, Tampa, FL 33619",3.0,2,1451.0,27.911533,-82.37304,33619,Tampa,FL,4400.0,sqft,USA
45032601,399900,$400K,"10714 N Central Ave, Tampa, FL 33612",3.0,2,1622.0,28.046757,-82.45553,33612,Tampa,FL,7210.0,sqft,USA
45097411,400000,$400K,"1223 E North St, Tampa, FL 33604",3.0,2,1438.0,28.004902,-82.4452,33604,Tampa,FL,8920.0,sqft,USA
44862161,395000,$395K,"9009 Tree Valley Cir, Tampa, FL 33615",4.0,2,1230.0,28.03158,-82.57605,33615,Tampa,FL,7480.0,sqft,USA
82997323,354900,$355K,"8613 N 15th St, Tampa, FL 33604",3.0,3,2100.0,28.028875,-82.44266,33604,Tampa,FL,7875.0,sqft,USA
45097900,439000,$439K,"1009 E Jean St, Tampa, FL 33604",3.0,2,1343.0,28.004,-82.44933,33604,Tampa,FL,9920.0,sqft,USA
44962619,419900,$420K,"9308 Huntington Park Way, Tampa, FL 33647",3.0,2,1578.0,28.138803,-82.3319,33647,Tampa,FL,5500.0,sqft,USA
45062960,479900,$480K,"4105 W Oakellar Ave, Tampa, FL 33611",3.0,2,1556.0,27.896194,-82.513145,33611,Tampa,FL,8690.0,sqft,USA
44938280,340000,$340K,"915 Maydell Dr, Tampa, FL 33619",3.0,2,988.0,27.938099,-82.38572,33619,Tampa,FL,7000.0,sqft,USA
45064336,499900,$500K,"4606 W Oakellar Ave, Tampa, FL 33611",3.0,3,1943.0,27.896093,-82.52339,33611,Tampa,FL,7000.0,sqft,USA
66713094,550000,$550K,"8204 Interbay Blvd, Tampa, FL 33616",3.0,3,2239.0,27.865738,-82.52301,33616,Tampa,FL,5000.0,sqft,USA
155184073,497000,$497K,"16407 Lake Byrd Dr, Tampa, FL 33618",3.0,2,1309.0,28.104332,-82.47662,33618,Tampa,FL,10640.0,sqft,USA
44867470,329000,$329K,"10101 Springtree Ct, Tampa, FL 33615",3.0,2,1566.0,28.013931,-82.59558,33615,Tampa,FL,4845.0,sqft,USA
45067209,530000,$530K,"4115 Bay Ave, Tampa, FL 33616",3.0,2,1568.0,27.8794,-82.51408,33616,Tampa,FL,8174.0,sqft,USA
126047576,420000,$420K,"19485 Paddock View Dr, Tampa, FL 33647",3.0,2,1957.0,28.167177,-82.299,33647,Tampa,FL,6000.0,sqft,USA
82048483,345900,$346K,"2102 E Frierson Ave, Tampa, FL 33610",3.0,2,1149.0,27.994509,-82.435715,33610,Tampa,FL,7000.0,sqft,USA
44869343,534900,$535K,"6604 Ranger Dr, Tampa, FL 33615",4.0,2,1588.0,28.009218,-82.60245,33615,Tampa,FL,7035.0,sqft,USA
45097737,350000,$350K,"1215 E Lambright St, Tampa, FL 33604",3.0,1,1317.0,28.006285,-82.44557,33604,Tampa,FL,10527.0,sqft,USA
44872633,400000,$400K,"7909 W Pocahontas Ave, Tampa, FL 33615",3.0,2,1320.0,28.008505,-82.56987,33615,Tampa,FL,8280.0,sqft,USA
2053096277,450000,$450K,"4126 Temple Heights Rd, Tampa, FL 33617",5.0,3,2286.0,28.036472,-82.41286,33617,Tampa,FL,11250.0,acres,USA
45062410,525000,$525K,"4228 W Bay Vista Ave, Tampa, FL 33611",4.0,2,1548.0,27.905634,-82.51656,33611,Tampa,FL,6900.0,sqft,USA
45108585,305000,$305K,"1522 E 21st Ave, Tampa, FL 33605",3.0,2,1242.0,27.97067,-82.44195,33605,Tampa,FL,3120.0,sqft,USA
45100349,279000,$279K,"2308 Chipco St, Tampa, FL 33605",3.0,1,1084.0,27.975574,-82.433365,33605,Tampa,FL,4950.0,sqft,USA
44868616,449900,$450K,"9501 Drakemill Ct, Tampa, FL 33615",4.0,3,1504.0,28.022285,-82.59335,33615,Tampa,FL,5130.0,sqft,USA
459682822,339900,"","14904 N Blvd, Tampa, FL 33613",3.0,1,1294.0,28.085175,-82.46806,33613,Tampa,FL,7700.0,sqft,USA
45049881,519900,"","210 N Glen Ave, Tampa, FL 33609",3.0,2,1231.0,27.946684,-82.49974,33609,Tampa,FL,7560.0,sqft,USA
44933064,365000,"","8341 Paddlewheel St, Tampa, FL 33637",3.0,2,1834.0,28.024519,-82.3649,33637,Tampa,FL,6581.0,sqft,USA
55474075,205000,"","3807 N Garrison St, Tampa, FL 33619",3.0,2,1200.0,27.980026,-82.396706,33619,Tampa,FL,5350.0,sqft,USA
44868889,329900,"","10815 Venice Cir, Tampa, FL 33635",2.0,2,1485.0,28.01153,-82.60918,33635,Tampa,FL,5000.0,sqft,USA
44932896,279900,"","8214 Riverboat Dr, Tampa, FL 33637",3.0,2,1062.0,28.017897,-82.36697,33637,Tampa,FL,22344.0,acres,USA
45071192,320000,"","6406 S Clark Ave, Tampa, FL 33616",3.0,1,950.0,27.87313,-82.51261,33616,Tampa,FL,6825.0,sqft,USA
44874576,389900,"","4819 San Pablo Pl, Tampa, FL 33634",3.0,2,1312.0,27.99095,-82.552414,33634,Tampa,FL,7700.0,sqft,USA
44872528,450000,"","6419 Ambassador Dr, Tampa, FL 33615",3.0,2,1564.0,28.006851,-82.56586,33615,Tampa,FL,7420.0,sqft,USA
455132577,449900,"","8302 N Marks St, Tampa, FL 33604",3.0,3,1675.0,28.024082,-82.44274,33604,Tampa,FL,5000.0,sqft,USA
45066157,549900,"","3909 W Oklahoma Ave, Tampa, FL 33616",3.0,3,1494.0,27.88415,-82.50933,33616,Tampa,FL,8550.0,sqft,USA
45067902,389990,"","2806 W Wallace Ave, Tampa, FL 33611",2.0,2,986.0,27.884796,-82.48984,33611,Tampa,FL,7350.0,sqft,USA
45075824,359700,"","8434 N River Dune St, Tampa, FL 33617",3.0,2,1353.0,28.027697,-82.40365,33617,Tampa,FL,5158.0,sqft,USA
45088265,299900,"","2115 E Ellicott St, Tampa, FL 33610",3.0,2,1026.0,27.99074,-82.43559,33610,Tampa,FL,5400.0,sqft,USA
44895690,545000,"","3103 Taragrove Dr, Tampa, FL 33618",3.0,3,2020.0,28.073841,-82.493454,33618,Tampa,FL,9900.0,sqft,USA
44866240,439900,"","7006 Shenandoah Ct, Tampa, FL 33615",3.0,2,1450.0,28.012552,-82.56973,33615,Tampa,FL,11132.0,acres,USA
99614990,380350,"","2601 E Lake Ave #A, Tampa, FL 33610",3.0,3,1776.0,27.977564,-82.43044,33610,Tampa,FL,4070.0,sqft,USA
54783690,439900,"","8704 N Otis Ave, Tampa, FL 33604",3.0,2,1479.0,28.029253,-82.466156,33604,Tampa,FL,5750.0,sqft,USA
44859614,549900,"","12030 Steppingstone Blvd, Tampa, FL 33635",4.0,2,2040.0,28.03595,-82.62019,33635,Tampa,FL,6955.0,sqft,USA
99667653,399000,"","20013 Satin Leaf Ave, Tampa, FL 33647",5.0,4,2180.0,28.15985,-82.32267,33647,Tampa,FL,5407.0,sqft,USA
45043635,375000,"","2804 W Ohio Ave, Tampa, FL 33607",3.0,1,1252.0,27.976732,-82.48928,33607,Tampa,FL,6480.0,sqft,USA
44876297,489900,"","4716 Soapstone Dr, Tampa, FL 33615",4.0,3,1860.0,27.983894,-82.57737,33615,Tampa,FL,7875.0,sqft,USA
44875875,485000,"","8315 Millwood Dr, Tampa, FL 33615",4.0,2,1576.0,27.988997,-82.57637,33615,Tampa,FL,7000.0,sqft,USA
45062385,479000,"","4104 W Norma Ave, Tampa, FL 33611",4.0,2,1586.0,27.906326,-82.51275,33611,Tampa,FL,6500.0,sqft,USA
44940350,340000,"","7031 Glenview Dr, Tampa, FL 33619",3.0,2,1358.0,27.924583,-82.37346,33619,Tampa,FL,9159.0,sqft,USA
45075137,269900,"","9901 N 46th St, Tampa, FL 33617",3.0,1,1080.0,28.039228,-82.409645,33617,Tampa,FL,6000.0,sqft,USA
44860991,424950,"","8553 Manassas Rd, Tampa, FL 33635",3.0,2,1551.0,28.033875,-82.59859,33635,Tampa,FL,3870.0,sqft,USA
54783881,269000,"","3613 Deleuil Ave, Tampa, FL 33610",3.0,2,1100.0,27.998074,-82.419304,33610,Tampa,FL,8109.0,sqft,USA
45082809,330000,"","1908 E Jean St, Tampa, FL 33610",3.0,3,1328.0,28.004469,-82.438126,33610,Tampa,FL,4800.0,sqft,USA
44938759,320000,"","7408 Celeste Ln, Tampa, FL 33619",4.0,2,1248.0,27.944042,-82.37289,33619,Tampa,FL,8250.0,sqft,USA
45107955,365000,"","3208 N Avenida Republica De Cuba, Tampa, FL 33605",4.0,2,1578.0,27.973211,-82.44441,33605,Tampa,FL,6825.0,sqft,USA
44935217,280000,"","4304 Porpoise Dr, Tampa, FL 33617",3.0,2,1100.0,28.016346,-82.409874,33617,Tampa,FL,9600.0,sqft,USA
99609508,549000,"","7911 Hampton Lake Dr, Tampa, FL 33647",4.0,4,3039.0,28.162424,-82.38942,33647,Tampa,FL,12594.0,acres,USA
44893775,425000,"","508 Sovereign Ct, Tampa, FL 33613",3.0,2,1742.0,28.07613,-82.46494,33613,Tampa,FL,9310.0,sqft,USA
44933534,329900,"","7517 Savannah Ln, Tampa, FL 33637",3.0,2,1248.0,28.020845,-82.37011,33637,Tampa,FL,5640.0,sqft,USA
44874706,430000,"","4501 Bray Rd, Tampa, FL 33634",4.0,3,1320.0,27.982737,-82.55642,33634,Tampa,FL,7455.0,sqft,USA
44873317,390000,"","6903 Larmon St, Tampa, FL 33634",5.0,3,1736.0,28.001516,-82.556946,33634,Tampa,FL,6074.0,sqft,USA
45113130,259000,"","2017 Hemlock St, Tampa, FL 33605",4.0,2,1068.0,27.938074,-82.435326,33605,Tampa,FL,4750.0,sqft,USA
45091406,279900,"","214 W Elm St, Tampa, FL 33604",3.0,3,1240.0,28.009888,-82.46284,33604,Tampa,FL,4500.0,sqft,USA
45089115,249900,"","3001 N 43rd St, Tampa, FL 33605",3.0,1,816.0,27.970612,-82.410545,33605,Tampa,FL,7350.0,sqft,USA
99611777,399000,"","9908 Spice Bush Ct, Tampa, FL 33647",3.0,3,1900.0,28.162598,-82.32477,33647,Tampa,FL,6073.0,sqft,USA
44860871,319900,"","9224 Camino Villa Blvd, Tampa, FL 33635",3.0,2,1242.0,28.033934,-82.59083,33635,Tampa,FL,5100.0,sqft,USA
44885349,349000,"","3202 Russett Dr, Tampa, FL 33618",3.0,2,1272.0,28.105354,-82.4947,33618,Tampa,FL,6325.0,sqft,USA
45037600,449000,"","815 W Lowry Ln, Tampa, FL 33604",3.0,2,1580.0,28.017418,-82.46683,33604,Tampa,FL,8052.0,sqft,USA
45033182,336990,"","305 E Bougainvillea Ave, Tampa, FL 33612",3.0,2,1335.0,28.043406,-82.456825,33612,Tampa,FL,6588.0,sqft,USA
45077050,299000,"","10913 N 14th St, Tampa, FL 33612",3.0,2,1000.0,28.048426,-82.44538,33612,Tampa,FL,7229.0,sqft,USA
45037438,299990,"","8107 N Otis Ave, Tampa, FL 33604",3.0,1,856.0,28.02295,-82.4657,33604,Tampa,FL,8400.0,sqft,USA
45067761,389900,"","2914 Trudy Ln, Tampa, FL 33611",3.0,1,1070.0,27.888292,-82.49201,33611,Tampa,FL,6500.0,sqft,USA
44876278,469900,"","8407 Granite Pl, Tampa, FL 33615",4.0,3,2234.0,27.983168,-82.576675,33615,Tampa,FL,8520.0,sqft,USA
45072284,315000,"","6826 S De Soto St, Tampa, FL 33616",3.0,2,1464.0,27.866642,-82.5251,33616,Tampa,FL,5000.0,sqft,USA
45062844,359900,"","4504 S Clark Ave, Tampa, FL 33611",4.0,2,1200.0,27.900167,-82.5121,33611,Tampa,FL,7875.0,sqft,USA
45068196,425000,"","6114 S Elkins Ave, Tampa, FL 33611",3.0,1,1156.0,27.87966,-82.48858,33611,Tampa,FL,5750.0,sqft,USA
89748442,549000,"","7710 Tuscany Woods Dr, Tampa, FL 33647",5.0,4,2950.0,28.1016,-82.373764,33647,Tampa,FL,9657.0,sqft,USA
44961815,550000,"","17716 Nathans Dr, Tampa, FL 33647",3.0,3,2215.0,28.128717,-82.344185,33647,Tampa,FL,8736.0,sqft,USA
45046068,535000,"","305 N Lauber Way, Tampa, FL 33609",3.0,2,1681.0,27.947231,-82.51878,33609,Tampa,FL,7590.0,sqft,USA
45072661,210000,"","7401 S Faul St, Tampa, FL 33616",2.0,1,800.0,27.859484,-82.529655,33616,Tampa,FL,5000.0,sqft,USA
44943563,259800,"","4804 S 86th St, Tampa, FL 33619",3.0,1,864.0,27.905252,-82.36254,33619,Tampa,FL,6656.0,sqft,USA
45063819,479990,"","4808 W Bay Court Ave, Tampa, FL 33611",3.0,2,1404.0,27.907152,-82.527405,33611,Tampa,FL,7280.0,sqft,USA
459762895,269000,"","2910 E Emma St, Tampa, FL 33610",4.0,2,1351.0,27.98599,-82.42707,33610,Tampa,FL,5125.0,sqft,USA
44876428,440000,"","4701 Lodestone Dr, Tampa, FL 33615",4.0,2,1766.0,27.982306,-82.57851,33615,Tampa,FL,12705.0,acres,USA
45044935,470000,"","3321 W Palmetto St, Tampa, FL 33607",3.0,2,1145.0,27.962597,-82.49905,33607,Tampa,FL,5000.0,sqft,USA
2064294962,419900,"","7323 Canterbury Bells Ct, Tampa, FL 33619",5.0,3,2415.0,27.906364,-82.3729,33619,Tampa,FL,4400.0,sqft,USA
44893438,419900,"","14814 N Iris Ave, Tampa, FL 33613",5.0,2,1862.0,28.083002,-82.46608,33613,Tampa,FL,6360.0,sqft,USA
44905767,360000,"","12313 N Taliaferro Ave, Tampa, FL 33612",3.0,2,1368.0,28.059752,-82.45294,33612,Tampa,FL,9592.0,sqft,USA
44863554,305000,"","8804 Briar Hollow Ct, Tampa, FL 33634",3.0,2,928.0,28.033367,-82.555725,33634,Tampa,FL,4218.0,sqft,USA
68580595,450000,"","8249 Dunham Station Dr, Tampa, FL 33647",3.0,2,2142.0,28.16618,-82.37897,33647,Tampa,FL,6172.0,sqft,USA
44859406,509900,"","8635 Chadwick Dr, Tampa, FL 33635",3.0,2,1950.0,28.034222,-82.62355,33635,Tampa,FL,8191.0,sqft,USA
44872390,385000,"","6423 Murray Hill Dr, Tampa, FL 33615",3.0,2,1448.0,28.006271,-82.56761,33615,Tampa,FL,7700.0,sqft,USA
51591115,475000,"","2515 W Leroy St, Tampa, FL 33607",3.0,2,1377.0,27.972038,-82.48594,33607,Tampa,FL,5350.0,sqft,USA
66715444,479900,"","8212 Cypress Breeze Way, Tampa, FL 33647",4.0,3,2439.0,28.148817,-82.38054,33647,Tampa,FL,5750.0,sqft,USA
45074212,397000,"","2304 E 111th Ave, Tampa, FL 33612",4.0,2,1268.0,28.049639,-82.43347,33612,Tampa,FL,6120.0,sqft,USA
45078620,300000,"","8414 N 20th St, Tampa, FL 33604",4.0,2,1209.0,28.026762,-82.43696,33604,Tampa,FL,5000.0,sqft,USA
45072779,333000,"","7610 S Sherrill St, Tampa, FL 33616",3.0,2,1150.0,27.856415,-82.53076,33616,Tampa,FL,5250.0,sqft,USA
45065054,425000,"","4715 W Wisconsin Ave, Tampa, FL 33616",3.0,3,1073.0,27.881964,-82.52451,33616,Tampa,FL,6930.0,sqft,USA
45035007,389900,"","2118 W Sewaha St, Tampa, FL 33612",3.0,2,1125.0,28.034695,-82.48178,33612,Tampa,FL,8280.0,sqft,USA
45079182,215000,"","8612 N 12th St, Tampa, FL 33604",3.0,2,944.0,28.02863,-82.44754,33604,Tampa,FL,5000.0,sqft,USA
45087145,398500,"","4015 N 29th St, Tampa, FL 33610",3.0,2,1590.0,27.982145,-82.427765,33610,Tampa,FL,4807.0,sqft,USA
44860642,429990,"","11222 Clayridge Dr, Tampa, FL 33635",3.0,2,1290.0,28.038311,-82.60348,33635,Tampa,FL,5499.0,sqft,USA
45039815,385000,"","1525 W Comanche Ave, Tampa, FL 33603",4.0,2,1699.0,27.997898,-82.47601,33603,Tampa,FL,6375.0,sqft,USA
45040841,325000,"","2302 W Idlewild Ave, Tampa, FL 33603",2.0,2,858.0,28.001125,-82.482346,33603,Tampa,FL,6000.0,sqft,USA
